candidateId,path,symbol,language,role,runtimeReachability,compileConsumers,runtimeConsumers,reflectionConsumers,configurationConsumers,testConsumers,scriptConsumers,historicalReferences,safetyRole,compatibilityRole,qualificationRole,canonicalProductionCounterpart,canonicalTestCounterpart,uniqueAssertionCount,uniqueBehaviorCovered,currentExecutionStatus,finalDisposition,reason,verification
L-157,frontend/src/features/validation/types/consistency-evidence.ts,ConsistencyEvidenceFreshness export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-158,frontend/src/features/validation/types/evaluation-artifact-preview.ts,ArtifactChecksumStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-159,frontend/src/features/validation/types/evaluation-artifact-preview.ts,ArtifactFreshness export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-160,frontend/src/features/validation/types/evaluation-artifact-preview.ts,ArtifactMetricSummaryStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-161,frontend/src/features/validation/types/evaluation-artifact-preview.ts,EvaluationArtifactPreviewBoundaryMessage export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-162,frontend/src/features/validation/types/incident-replay-review.ts,IncidentReplayReviewState export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-163,frontend/src/features/validation/types/incident-replay-review.ts,IncidentReplayReviewDecision export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-164,frontend/src/features/validation/types/incident-replay-review.ts,IncidentReplayReviewSeverity export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-165,frontend/src/features/validation/types/incident-replay-review.ts,IncidentReplayEvidenceFreshness export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-166,frontend/src/features/validation/types/incident-replay-review.ts,IncidentReplayReviewBoundaryMessage export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-167,frontend/src/features/validation/types/incident-replay.ts,IncidentReplayBoundaryMessage export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-168,frontend/src/features/validation/types/read-model-evidence.ts,ReadModelEvidenceAvailability export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-169,frontend/src/features/validation/types/read-model-evidence.ts,ReadModelEvidenceFreshnessStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-170,frontend/src/features/validation/types/shadow-runs.ts,JsonPrimitive export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-171,frontend/src/features/validation/types/shadow-runs.ts,ShadowRunSideEffectFlags export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-172,frontend/src/features/validation/types/shadow-runs.ts,ShadowRunOverviewDivergenceSeverity export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-173,frontend/src/features/validation/types/shadow-runs.ts,ShadowRunOverviewLatestRun export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-174,frontend/src/features/validation/types/shadow-runs.ts,ShadowRunOverviewLatestConsistency export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-175,frontend/src/features/validation/types/shadow-runs.ts,PaperShadowComparisonStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-176,frontend/src/features/validation/types/shadow-runs.ts,PaperShadowConsistencyDivergenceSeverity export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-177,frontend/src/features/validation/types/shadow-runs.ts,PaperShadowConsistencyShadowRun export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-178,frontend/src/features/validation/types/shadow-runs.ts,PaperShadowConsistencyLatestConsistency export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-179,frontend/src/features/validation/types/shadow-runs.ts,PaperShadowConsistencySnapshotSummary export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-180,frontend/src/features/validation/types/shadow-runs.ts,PaperShadowConsistencyEventSummary export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-181,frontend/src/features/validation/types/shadow-validation-workflow.ts,ShadowValidationWorkflowState export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-182,frontend/src/features/validation/types/shadow-validation-workflow.ts,ShadowValidationDecision export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-183,frontend/src/features/validation/types/shadow-validation-workflow.ts,ShadowValidationSeverity export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-184,frontend/src/features/validation/types/shadow-validation-workflow.ts,ShadowValidationEvidenceFreshness export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-185,frontend/src/features/validation/types/strategy-validation.ts,StrategyValidationDecision export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-186,frontend/src/features/runtime/types/operational-readiness.ts,FakeDryRunOperationsResponse export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-187,frontend/src/features/runs/api/runs.ts,StrategyRunListRequest export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-188,frontend/src/features/runs/types/runs.ts,StrategyRunOrderItem export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-189,frontend/src/features/runs/types/runs.ts,StrategyRunTradeItem export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-190,frontend/src/features/publishes/api/publishes.ts,PublishListRequest export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-191,frontend/src/features/paper-trading/api/paper-trading.ts,PaperTradingListRequest export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-192,frontend/src/features/paper-trading/types/paper-trading.ts,PaperRunSummaryCounts export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-193,frontend/src/features/paper-trading/types/paper-trading.ts,PaperRunSummaryLatest export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-194,frontend/src/features/paper-trading/types/paper-trading.ts,PaperRunSummaryResultReview export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-195,frontend/src/features/paper-trading/types/paper-trading.ts,PaperRunSummaryDiagnosis export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-196,frontend/src/features/paper-trading/types/paper-trading.ts,PaperRunSummaryTimelineEntry export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-197,frontend/src/features/paper-trading/types/paper-trading.ts,PaperRunSummarySafety export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-198,frontend/src/features/paper-trading/types/paper-trading.ts,PaperPortfolioOverview export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-199,frontend/src/features/paper-trading/types/paper-trading.ts,PaperPortfolioHighlights export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-200,frontend/src/features/paper-trading/types/paper-trading.ts,PaperPortfolioDataQuality export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-201,frontend/src/features/paper-trading/types/paper-trading.ts,PaperPortfolioSafety export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-202,frontend/src/features/paper-trading/types/paper-trading.ts,PaperPortfolioCurveCoverage export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-203,frontend/src/features/paper-trading/types/paper-trading.ts,PaperExecutionDiagnosticsOverview export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-204,frontend/src/features/paper-trading/types/paper-trading.ts,PaperExecutionDiagnosticsSafety export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-205,frontend/src/features/paper-trading/types/paper-trading.ts,PaperStrategyEvaluationOverview export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-206,frontend/src/features/paper-trading/types/paper-trading.ts,PaperBacktestDeviation export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-207,frontend/src/features/paper-trading/types/paper-trading.ts,PaperStrategyEvaluationRankings export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-208,frontend/src/features/paper-trading/types/paper-trading.ts,PaperStrategyEvaluationSafety export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-209,frontend/src/features/paper-trading/types/paper-trading.ts,PaperAutoReviewOverview export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-210,frontend/src/features/paper-trading/types/paper-trading.ts,PaperPortfolioReview export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-211,frontend/src/features/paper-trading/types/paper-trading.ts,PaperAutoReviewSafety export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
